"bird"	"csv"	"date"	"trial"	"lpath"	"rpath"	"lbucket"	"rbucket"	"optimal_r"	"lFR"	"rFR"	"RT"	"left"	"distance"	"session"	"phase"	"psession"	"optimal"	"ros"
"54Y"	"S_Train.csv"	"07/29/15"	94	2	3	8	9	1	1	1	3.609	0	-1	14	"Training 1"	14	"R"	0.529411764705882
"54Y"	"S_Train.csv"	"07/29/15"	95	2	3	9	9	0	1	1	1.866	1	0	14	"Training 1"	14	"N"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	96	2	3	8	2	-1	1	1	2.617	1	6	14	"Training 1"	14	"L"	0.2
"54Y"	"S_Train.csv"	"07/29/15"	97	2	3	10	9	-1	1	1	1.031	1	1	14	"Training 1"	14	"L"	0.473684210526316
"54Y"	"S_Train.csv"	"07/29/15"	98	2	3	6	9	1	1	1	1.709	0	-3	14	"Training 1"	14	"R"	0.6
"54Y"	"S_Train.csv"	"07/29/15"	99	2	3	10	4	-1	1	1	3.585	1	6	14	"Training 1"	14	"L"	0.285714285714286
"54Y"	"S_Train.csv"	"07/29/15"	100	2	3	8	10	1	1	1	1.761	0	-2	14	"Training 1"	14	"R"	0.555555555555556
"54Y"	"S_Train.csv"	"07/29/15"	101	2	0	1	1	9	1	1	12.199	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	102	2	3	7	5	-1	1	1	2.253	1	2	14	"Training 1"	14	"L"	0.416666666666667
"54Y"	"S_Train.csv"	"07/29/15"	103	2	0	2	2	9	1	1	10.238	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	104	0	3	1	1	9	1	1	6.463	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	105	2	3	10	1	-1	1	1	1.3	1	9	14	"Training 1"	14	"L"	0.0909090909090909
"54Y"	"S_Train.csv"	"07/29/15"	106	2	3	1	7	1	1	1	2.948	0	-6	14	"Training 1"	14	"R"	0.875
"54Y"	"S_Train.csv"	"07/29/15"	107	2	3	1	1	0	1	1	7.685	0	0	14	"Training 1"	14	"N"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	108	2	3	10	5	-1	1	1	1.389	1	5	14	"Training 1"	14	"L"	0.333333333333333
"54Y"	"S_Train.csv"	"07/29/15"	109	2	3	4	10	1	1	1	2.374	0	-6	14	"Training 1"	14	"R"	0.714285714285714
"54Y"	"S_Train.csv"	"07/29/15"	110	2	3	6	10	1	1	1	2.393	0	-4	14	"Training 1"	14	"R"	0.625
"54Y"	"S_Train.csv"	"07/29/15"	111	2	0	5	5	9	1	1	9.106	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	112	0	3	9	9	9	1	1	1.043	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	113	2	3	3	2	-1	1	1	9.245	1	1	14	"Training 1"	14	"L"	0.4
"54Y"	"S_Train.csv"	"07/29/15"	114	2	3	5	8	1	1	1	0.73	0	-3	14	"Training 1"	14	"R"	0.615384615384615
"54Y"	"S_Train.csv"	"07/29/15"	115	2	3	3	7	1	1	1	2.055	0	-4	14	"Training 1"	14	"R"	0.7
"54Y"	"S_Train.csv"	"07/29/15"	116	2	3	8	1	-1	1	1	1.555	1	7	14	"Training 1"	14	"L"	0.111111111111111
"54Y"	"S_Train.csv"	"07/29/15"	117	2	3	10	3	-1	1	1	1.054	1	7	14	"Training 1"	14	"L"	0.230769230769231
"54Y"	"S_Train.csv"	"07/29/15"	118	2	3	6	6	0	1	1	3.989	1	0	14	"Training 1"	14	"N"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	119	2	3	8	4	-1	1	1	2.392	1	4	14	"Training 1"	14	"L"	0.333333333333333
"54Y"	"S_Train.csv"	"07/29/15"	120	2	3	2	4	1	1	1	2.988	0	-2	14	"Training 1"	14	"R"	0.666666666666667
"54Y"	"S_Train.csv"	"07/29/15"	121	2	3	6	8	1	1	1	1.228	0	-2	14	"Training 1"	14	"R"	0.571428571428571
"54Y"	"S_Train.csv"	"07/29/15"	122	2	3	8	5	-1	1	1	5.157	1	3	14	"Training 1"	14	"L"	0.384615384615385
"54Y"	"S_Train.csv"	"07/29/15"	123	2	3	1	10	1	1	1	1.744	0	-9	14	"Training 1"	14	"R"	0.909090909090909
"54Y"	"S_Train.csv"	"07/29/15"	124	2	3	2	10	1	1	1	2.722	0	-8	14	"Training 1"	14	"R"	0.833333333333333
"54Y"	"S_Train.csv"	"07/29/15"	125	2	3	8	2	-1	1	1	1.622	1	6	14	"Training 1"	14	"L"	0.2
"54Y"	"S_Train.csv"	"07/29/15"	126	2	3	3	6	1	1	1	3.797	0	-3	14	"Training 1"	14	"R"	0.666666666666667
"54Y"	"S_Train.csv"	"07/29/15"	127	2	3	9	2	-1	1	1	3.704	1	7	14	"Training 1"	14	"L"	0.181818181818182
"54Y"	"S_Train.csv"	"07/29/15"	128	2	3	10	3	-1	1	1	2.049	1	7	14	"Training 1"	14	"L"	0.230769230769231
"54Y"	"S_Train.csv"	"07/29/15"	129	2	3	3	1	-1	1	1	15.663	1	2	14	"Training 1"	14	"L"	0.25
"54Y"	"S_Train.csv"	"07/29/15"	130	0	3	9	9	9	1	1	4.913	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	131	2	3	1	2	1	1	1	2.321	0	-1	14	"Training 1"	14	"R"	0.666666666666667
"54Y"	"S_Train.csv"	"07/29/15"	132	2	3	10	5	-1	1	1	2.328	1	5	14	"Training 1"	14	"L"	0.333333333333333
"54Y"	"S_Train.csv"	"07/29/15"	133	2	3	2	1	-1	1	1	1.836	0	1	14	"Training 1"	14	"L"	0.333333333333333
"54Y"	"S_Train.csv"	"07/29/15"	134	2	3	10	8	-1	1	1	2.158	1	2	14	"Training 1"	14	"L"	0.444444444444444
"54Y"	"S_Train.csv"	"07/29/15"	135	2	3	8	1	-1	1	1	2.207	1	7	14	"Training 1"	14	"L"	0.111111111111111
"54Y"	"S_Train.csv"	"07/29/15"	136	2	3	5	3	-1	1	1	3.077	1	2	14	"Training 1"	14	"L"	0.375
"54Y"	"S_Train.csv"	"07/29/15"	137	2	3	9	4	-1	1	1	2.808	1	5	14	"Training 1"	14	"L"	0.307692307692308
"54Y"	"S_Train.csv"	"07/29/15"	138	2	3	5	8	1	1	1	3.666	0	-3	14	"Training 1"	14	"R"	0.615384615384615
"54Y"	"S_Train.csv"	"07/29/15"	139	2	3	9	6	-1	1	1	3.351	1	3	14	"Training 1"	14	"L"	0.4
"54Y"	"S_Train.csv"	"07/29/15"	140	2	3	4	9	1	1	1	2.19	0	-5	14	"Training 1"	14	"R"	0.692307692307692
"54Y"	"S_Train.csv"	"07/29/15"	141	2	3	1	6	1	1	1	9.56	0	-5	14	"Training 1"	14	"R"	0.857142857142857
"54Y"	"S_Train.csv"	"07/29/15"	142	2	3	3	3	0	1	1	4.512	0	0	14	"Training 1"	14	"N"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	143	2	3	8	4	-1	1	1	1.359	1	4	14	"Training 1"	14	"L"	0.333333333333333
"54Y"	"S_Train.csv"	"07/29/15"	144	2	3	3	8	1	1	1	1.521	0	-5	14	"Training 1"	14	"R"	0.727272727272727
"54Y"	"S_Train.csv"	"07/29/15"	145	2	0	1	1	9	1	1	4.359	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	146	2	3	1	9	1	1	1	1.974	0	-8	14	"Training 1"	14	"R"	0.9
"54Y"	"S_Train.csv"	"07/29/15"	147	2	3	1	3	1	1	1	3.243	0	-2	14	"Training 1"	14	"R"	0.75
"54Y"	"S_Train.csv"	"07/29/15"	148	2	3	10	6	-1	1	1	2.27	1	4	14	"Training 1"	14	"L"	0.375
"54Y"	"S_Train.csv"	"07/29/15"	149	2	3	5	5	0	1	1	4.838	1	0	14	"Training 1"	14	"N"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	150	2	3	7	7	0	1	1	1.808	1	0	14	"Training 1"	14	"N"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	151	2	3	5	7	1	1	1	2.947	0	-2	14	"Training 1"	14	"R"	0.583333333333333
"54Y"	"S_Train.csv"	"07/29/15"	152	2	3	4	5	1	1	1	1.45	0	-1	14	"Training 1"	14	"R"	0.555555555555556
"54Y"	"S_Train.csv"	"07/29/15"	153	2	3	9	9	0	1	1	1.959	0	0	14	"Training 1"	14	"N"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	154	2	3	9	1	-1	1	1	2.544	1	8	14	"Training 1"	14	"L"	0.1
"54Y"	"S_Train.csv"	"07/29/15"	155	2	3	4	6	1	1	1	5.143	0	-2	14	"Training 1"	14	"R"	0.6
"54Y"	"S_Train.csv"	"07/29/15"	156	2	3	7	6	-1	1	1	2.829	1	1	14	"Training 1"	14	"L"	0.461538461538462
"54Y"	"S_Train.csv"	"07/29/15"	157	2	3	10	1	-1	1	1	1.448	1	9	14	"Training 1"	14	"L"	0.0909090909090909
"54Y"	"S_Train.csv"	"07/29/15"	158	2	3	8	6	-1	1	1	3.194	1	2	14	"Training 1"	14	"L"	0.428571428571429
"54Y"	"S_Train.csv"	"07/29/15"	159	2	3	3	7	1	1	1	7.988	0	-4	14	"Training 1"	14	"R"	0.7
"54Y"	"S_Train.csv"	"07/29/15"	160	2	3	6	6	0	1	1	4.111	1	0	14	"Training 1"	14	"N"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	161	2	3	2	5	1	1	1	3.549	0	-3	14	"Training 1"	14	"R"	0.714285714285714
"54Y"	"S_Train.csv"	"07/29/15"	162	2	3	4	10	1	1	1	1.953	0	-6	14	"Training 1"	14	"R"	0.714285714285714
"54Y"	"S_Train.csv"	"07/29/15"	163	2	3	9	10	1	1	1	2.64	0	-1	14	"Training 1"	14	"R"	0.526315789473684
"54Y"	"S_Train.csv"	"07/29/15"	164	2	3	2	2	0	1	1	3.904	1	0	14	"Training 1"	14	"N"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	165	2	3	6	10	1	1	1	1.989	0	-4	14	"Training 1"	14	"R"	0.625
"54Y"	"S_Train.csv"	"07/29/15"	166	2	3	6	3	-1	1	1	1.625	1	3	14	"Training 1"	14	"L"	0.333333333333333
"54Y"	"S_Train.csv"	"07/29/15"	167	2	3	8	10	1	1	1	2.627	0	-2	14	"Training 1"	14	"R"	0.555555555555556
"54Y"	"S_Train.csv"	"07/29/15"	168	0	3	5	5	9	1	1	1.522	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	169	2	3	7	3	-1	1	1	1.744	1	4	14	"Training 1"	14	"L"	0.3
"54Y"	"S_Train.csv"	"07/29/15"	170	2	3	4	2	-1	1	1	4.976	1	2	14	"Training 1"	14	"L"	0.333333333333333
"54Y"	"S_Train.csv"	"07/29/15"	171	0	3	1	1	9	1	1	12.085	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	172	0	3	8	8	9	1	1	3.076	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	173	2	3	5	9	1	1	1	2.871	0	-4	14	"Training 1"	14	"R"	0.642857142857143
"54Y"	"S_Train.csv"	"07/29/15"	174	2	0	2	2	9	1	1	7.303	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	175	2	0	5	5	9	1	1	2.872	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	176	2	3	7	2	-1	1	1	3.219	1	5	14	"Training 1"	14	"L"	0.222222222222222
"54Y"	"S_Train.csv"	"07/29/15"	177	2	0	10	10	9	1	1	3.004	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	178	2	3	3	10	1	1	1	2.067	0	-7	14	"Training 1"	14	"R"	0.769230769230769
"54Y"	"S_Train.csv"	"07/29/15"	179	2	3	5	1	-1	1	1	4.535	1	4	14	"Training 1"	14	"L"	0.166666666666667
"54Y"	"S_Train.csv"	"07/29/15"	180	0	3	3	3	9	1	1	3.648	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	181	2	3	4	3	-1	1	1	7.443	1	1	14	"Training 1"	14	"L"	0.428571428571429
"54Y"	"S_Train.csv"	"07/29/15"	182	2	3	2	4	1	1	1	3.734	0	-2	14	"Training 1"	14	"R"	0.666666666666667
"54Y"	"S_Train.csv"	"07/29/15"	183	2	3	10	4	-1	1	1	2.056	1	6	14	"Training 1"	14	"L"	0.285714285714286
"54Y"	"S_Train.csv"	"07/29/15"	184	2	3	1	1	0	1	1	9.419	1	0	14	"Training 1"	14	"N"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	185	2	3	3	2	-1	1	1	8.493	1	1	14	"Training 1"	14	"L"	0.4
"54Y"	"S_Train.csv"	"07/29/15"	186	2	3	7	10	1	1	1	3.291	0	-3	14	"Training 1"	14	"R"	0.588235294117647
"54Y"	"S_Train.csv"	"07/29/15"	187	2	3	1	7	1	1	1	1.398	0	-6	14	"Training 1"	14	"R"	0.875
"54Y"	"S_Train.csv"	"07/29/15"	188	2	3	4	8	1	1	1	3.816	0	-4	14	"Training 1"	14	"R"	0.666666666666667
"54Y"	"S_Train.csv"	"07/29/15"	189	2	3	9	8	-1	1	1	3.217	1	1	14	"Training 1"	14	"L"	0.470588235294118
"54Y"	"S_Train.csv"	"07/29/15"	190	2	3	10	2	-1	1	1	1.802	1	8	14	"Training 1"	14	"L"	0.166666666666667
"54Y"	"S_Train.csv"	"07/29/15"	191	2	3	8	7	-1	1	1	2.064	1	1	14	"Training 1"	14	"L"	0.466666666666667
"54Y"	"S_Train.csv"	"07/29/15"	192	2	3	6	2	-1	1	1	2.32	1	4	14	"Training 1"	14	"L"	0.25
"54Y"	"S_Train.csv"	"07/29/15"	193	2	3	8	9	1	1	1	1.263	0	-1	14	"Training 1"	14	"R"	0.529411764705882
"54Y"	"S_Train.csv"	"07/29/15"	194	2	3	8	8	0	1	1	1.856	1	0	14	"Training 1"	14	"N"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	195	2	0	9	9	9	1	1	1.114	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	196	2	3	3	9	1	1	1	3.064	0	-6	14	"Training 1"	14	"R"	0.75
"54Y"	"S_Train.csv"	"07/29/15"	197	2	3	10	10	0	1	1	1.417	1	0	14	"Training 1"	14	"N"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	198	2	3	3	4	1	1	1	3.657	0	-1	14	"Training 1"	14	"R"	0.571428571428571
"54Y"	"S_Train.csv"	"07/29/15"	199	2	3	9	5	-1	1	1	3.203	1	4	14	"Training 1"	14	"L"	0.357142857142857
"54Y"	"S_Train.csv"	"07/29/15"	200	2	3	6	9	1	1	1	3.432	0	-3	14	"Training 1"	14	"R"	0.6
"54Y"	"S_Train.csv"	"07/29/15"	201	0	3	2	2	9	1	1	8.571	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	202	0	3	4	4	9	1	1	1.443	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	203	2	3	2	3	1	1	1	16.941	1	-1	14	"Training 1"	14	"R"	0.6
"54Y"	"S_Train.csv"	"07/29/15"	204	2	3	7	4	-1	1	1	1.386	1	3	14	"Training 1"	14	"L"	0.363636363636364
"54Y"	"S_Train.csv"	"07/29/15"	205	2	3	5	10	1	1	1	3.582	0	-5	14	"Training 1"	14	"R"	0.666666666666667
"54Y"	"S_Train.csv"	"07/29/15"	206	2	3	6	5	-1	1	1	1.914	1	1	14	"Training 1"	14	"L"	0.454545454545455
"54Y"	"S_Train.csv"	"07/29/15"	207	2	3	6	1	-1	1	1	2.241	1	5	14	"Training 1"	14	"L"	0.142857142857143
"54Y"	"S_Train.csv"	"07/29/15"	208	2	3	3	5	1	1	1	3.471	0	-2	14	"Training 1"	14	"R"	0.625
"54Y"	"S_Train.csv"	"07/29/15"	209	2	3	5	4	-1	1	1	2.742	1	1	14	"Training 1"	14	"L"	0.444444444444444
"54Y"	"S_Train.csv"	"07/29/15"	210	2	3	1	4	1	1	1	4.091	0	-3	14	"Training 1"	14	"R"	0.8
"54Y"	"S_Train.csv"	"07/29/15"	211	2	3	8	3	-1	1	1	3.703	1	5	14	"Training 1"	14	"L"	0.272727272727273
"54Y"	"S_Train.csv"	"07/29/15"	212	2	3	6	4	-1	1	1	2.915	1	2	14	"Training 1"	14	"L"	0.4
"54Y"	"S_Train.csv"	"07/29/15"	213	2	3	7	1	-1	1	1	1.496	1	6	14	"Training 1"	14	"L"	0.125
"54Y"	"S_Train.csv"	"07/29/15"	214	2	3	7	9	1	1	1	2.022	0	-2	14	"Training 1"	14	"R"	0.5625
"54Y"	"S_Train.csv"	"07/29/15"	215	2	0	4	4	9	1	1	7.463	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	216	0	3	7	7	9	1	1	1.846	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	217	2	0	7	7	9	1	1	2.092	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	218	2	3	4	1	-1	1	1	5.666	1	3	14	"Training 1"	14	"L"	0.2
"54Y"	"S_Train.csv"	"07/29/15"	219	2	3	7	5	-1	1	1	1.666	1	2	14	"Training 1"	14	"L"	0.416666666666667
"54Y"	"S_Train.csv"	"07/29/15"	220	0	3	10	10	9	1	1	1.34	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	221	2	3	2	7	1	1	1	1.23	0	-5	14	"Training 1"	14	"R"	0.777777777777778
"54Y"	"S_Train.csv"	"07/29/15"	222	2	3	9	3	-1	1	1	2.08	1	6	14	"Training 1"	14	"L"	0.25
"54Y"	"S_Train.csv"	"07/29/15"	223	2	0	3	3	9	1	1	3.31	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	224	2	3	5	2	-1	1	1	1.659	1	3	14	"Training 1"	14	"L"	0.285714285714286
"54Y"	"S_Train.csv"	"07/29/15"	225	2	0	6	6	9	1	1	2.959	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	226	2	3	2	6	1	1	1	0.678	0	-4	14	"Training 1"	14	"R"	0.75
"54Y"	"S_Train.csv"	"07/29/15"	227	2	3	2	9	1	1	1	1.818	0	-7	14	"Training 1"	14	"R"	0.818181818181818
"54Y"	"S_Train.csv"	"07/29/15"	228	2	3	5	6	1	1	1	1.614	1	-1	14	"Training 1"	14	"R"	0.545454545454545
"54Y"	"S_Train.csv"	"07/29/15"	229	2	3	10	7	-1	1	1	1.1	1	3	14	"Training 1"	14	"L"	0.411764705882353
"54Y"	"S_Train.csv"	"07/29/15"	230	0	3	6	6	9	1	1	0.736	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	231	2	3	10	9	-1	1	1	3.241	1	1	14	"Training 1"	14	"L"	0.473684210526316
"54Y"	"S_Train.csv"	"07/29/15"	232	2	3	4	4	0	1	1	3.384	0	0	14	"Training 1"	14	"N"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	233	2	3	1	5	1	1	1	10.058	0	-4	14	"Training 1"	14	"R"	0.833333333333333
"54Y"	"S_Train.csv"	"07/29/15"	234	2	3	1	8	1	1	1	2.482	0	-7	14	"Training 1"	14	"R"	0.888888888888889
"54Y"	"S_Train.csv"	"07/29/15"	235	2	3	7	8	1	1	1	1.891	1	-1	14	"Training 1"	14	"R"	0.533333333333333
"54Y"	"S_Train.csv"	"07/29/15"	236	2	0	8	8	9	1	1	2.709	9	0	14	"Training 1"	14	"R"	0.5
"54Y"	"S_Train.csv"	"07/29/15"	237	2	3	6	7	1	1	1	2.851	0	-1	14	"Training 1"	14	"R"	0.538461538461538
"54Y"	"S_Train.csv"	"07/29/15"	238	2	3	2	8	1	1	1	1.943	0	-6	14	"Training 1"	14	"R"	0.8
"54Y"	"S_Train.csv"	"07/29/15"	239	2	3	9	7	-1	1	1	1.613	1	2	14	"Training 1"	14	"L"	0.4375
"54Y"	"S_Train.csv"	"07/29/15"	240	2	3	4	7	1	1	1	1.491	0	-3	14	"Training 1"	14	"R"	0.636363636363636
"54Y"	"S_Train.csv"	"07/30/15"	1	2	3	1	3	1	1	1	1.592	0	-2	15	"Training 1"	15	"R"	0.75
"54Y"	"S_Train.csv"	"07/30/15"	2	2	3	2	1	-1	1	1	7.268	0	1	15	"Training 1"	15	"L"	0.333333333333333
"54Y"	"S_Train.csv"	"07/30/15"	3	0	3	5	5	9	1	1	0.645	9	0	15	"Training 1"	15	"R"	0.5
"54Y"	"S_Train.csv"	"07/30/15"	4	2	3	8	7	-1	1	1	0.861	1	1	15	"Training 1"	15	"L"	0.466666666666667
"54Y"	"S_Train.csv"	"07/30/15"	5	2	3	1	6	1	1	1	2.124	0	-5	15	"Training 1"	15	"R"	0.857142857142857
"54Y"	"S_Train.csv"	"07/30/15"	6	2	3	1	10	1	1	1	0.715	0	-9	15	"Training 1"	15	"R"	0.909090909090909
"54Y"	"S_Train.csv"	"07/30/15"	7	2	3	9	6	-1	1	1	1.162	1	3	15	"Training 1"	15	"L"	0.4
"54Y"	"S_Train.csv"	"07/30/15"	8	2	3	9	2	-1	1	1	0.721	1	7	15	"Training 1"	15	"L"	0.181818181818182
"54Y"	"S_Train.csv"	"07/30/15"	9	2	3	8	8	0	1	1	0.706	1	0	15	"Training 1"	15	"N"	0.5
"54Y"	"S_Train.csv"	"07/30/15"	10	2	3	10	4	-1	1	1	0.783	1	6	15	"Training 1"	15	"L"	0.285714285714286
"54Y"	"S_Train.csv"	"07/30/15"	11	2	3	10	8	-1	1	1	1.451	1	2	15	"Training 1"	15	"L"	0.444444444444444
"54Y"	"S_Train.csv"	"07/30/15"	12	2	3	1	7	1	1	1	1.106	0	-6	15	"Training 1"	15	"R"	0.875
"54Y"	"S_Train.csv"	"07/30/15"	13	2	0	4	4	9	1	1	2.58	9	0	15	"Training 1"	15	"R"	0.5
"54Y"	"S_Train.csv"	"07/30/15"	14	2	3	3	5	1	1	1	2.591	0	-2	15	"Training 1"	15	"R"	0.625
"54Y"	"S_Train.csv"	"07/30/15"	15	2	3	1	1	0	1	1	6.959	0	0	15	"Training 1"	15	"N"	0.5
"54Y"	"S_Train.csv"	"07/30/15"	16	2	3	2	2	0	1	1	1.137	1	0	15	"Training 1"	15	"N"	0.5
"54Y"	"S_Train.csv"	"07/30/15"	17	2	3	4	6	1	1	1	1.182	0	-2	15	"Training 1"	15	"R"	0.6
"54Y"	"S_Train.csv"	"07/30/15"	18	2	3	7	5	-1	1	1	0.731	1	2	15	"Training 1"	15	"L"	0.416666666666667
"54Y"	"S_Train.csv"	"07/30/15"	19	2	3	5	2	-1	1	1	1.759	1	3	15	"Training 1"	15	"L"	0.285714285714286
"54Y"	"S_Train.csv"	"07/30/15"	20	2	3	9	7	-1	1	1	0.794	1	2	15	"Training 1"	15	"L"	0.4375
"54Y"	"S_Train.csv"	"07/30/15"	21	0	3	4	4	9	1	1	0.339	9	0	15	"Training 1"	15	"R"	0.5
"54Y"	"S_Train.csv"	"07/30/15"	22	2	3	5	10	1	1	1	2.138	0	-5	15	"Training 1"	15	"R"	0.666666666666667
"54Y"	"S_Train.csv"	"07/30/15"	23	2	3	7	9	1	1	1	0.747	1	-2	15	"Training 1"	15	"R"	0.5625
"54Y"	"S_Train.csv"	"07/30/15"	24	2	0	8	8	9	1	1	1.349	9	0	15	"Training 1"	15	"R"	0.5
"54Y"	"S_Train.csv"	"07/30/15"	25	2	3	10	2	-1	1	1	1.292	1	8	15	"Training 1"	15	"L"	0.166666666666667
"54Y"	"S_Train.csv"	"07/30/15"	26	2	3	4	7	1	1	1	0.581	0	-3	15	"Training 1"	15	"R"	0.636363636363636
"54Y"	"S_Train.csv"	"07/30/15"	27	2	3	6	6	0	1	1	1.044	1	0	15	"Training 1"	15	"N"	0.5
"54Y"	"S_Train.csv"	"07/30/15"	28	2	3	1	2	1	1	1	0.93	0	-1	15	"Training 1"	15	"R"	0.666666666666667
"54Y"	"S_Train.csv"	"07/30/15"	29	2	3	4	3	-1	1	1	0.842	1	1	15	"Training 1"	15	"L"	0.428571428571429
"54Y"	"S_Train.csv"	"07/30/15"	30	2	3	7	8	1	1	1	1.073	1	-1	15	"Training 1"	15	"R"	0.533333333333333
"54Y"	"S_Train.csv"	"07/30/15"	31	0	3	10	10	9	1	1	1.78	9	0	15	"Training 1"	15	"R"	0.5
"54Y"	"S_Train.csv"	"07/30/15"	32	2	3	4	1	-1	1	1	9.394	1	3	15	"Training 1"	15	"L"	0.2
"54Y"	"S_Train.csv"	"07/30/15"	33	2	3	3	1	-1	1	1	1.244	1	2	15	"Training 1"	15	"L"	0.25
"54Y"	"S_Train.csv"	"07/30/15"	34	2	3	1	4	1	1	1	2.354	0	-3	15	"Training 1"	15	"R"	0.8
"54Y"	"S_Train.csv"	"07/30/15"	35	2	3	4	4	0	1	1	1.028	0	0	15	"Training 1"	15	"N"	0.5
"54Y"	"S_Train.csv"	"07/30/15"	36	2	3	6	4	-1	1	1	0.717	1	2	15	"Training 1"	15	"L"	0.4
"54Y"	"S_Train.csv"	"07/30/15"	37	2	3	9	10	1	1	1	1.03	1	-1	15	"Training 1"	15	"R"	0.526315789473684
"54Y"	"S_Train.csv"	"07/30/15"	38	2	0	10	10	9	1	1	1.969	9	0	15	"Training 1"	15	"R"	0.5
"54Y"	"S_Train.csv"	"07/30/15"	39	2	0	3	3	9	1	1	1.456	9	0	15	"Training 1"	15	"R"	0.5
"54Y"	"S_Train.csv"	"07/30/15"	40	2	3	1	5	1	1	1	2.631	0	-4	15	"Training 1"	15	"R"	0.833333333333333
"54Y"	"S_Train.csv"	"07/30/15"	41	2	3	4	2	-1	1	1	3.49	1	2	15	"Training 1"	15	"L"	0.333333333333333
"54Y"	"S_Train.csv"	"07/30/15"	42	0	3	7	7	9	1	1	1.314	9	0	15	"Training 1"	15	"R"	0.5
"54Y"	"S_Train.csv"	"07/30/15"	43	2	3	9	9	0	1	1	0.78	1	0	15	"Training 1"	15	"N"	0.5
"54Y"	"S_Train.csv"	"07/30/15"	44	2	3	6	8	1	1	1	1.732	0	-2	15	"Training 1"	15	"R"	0.571428571428571
"54Y"	"S_Train.csv"	"07/30/15"	45	2	0	2	2	9	1	1	3.137	9	0	15	"Training 1"	15	"R"	0.5
"54Y"	"S_Train.csv"	"07/30/15"	46	2	3	8	9	1	1	1	1.063	1	-1	15	"Training 1"	15	"R"	0.529411764705882
"54Y"	"S_Train.csv"	"07/30/15"	47	2	3	6	7	1	1	1	1.382	0	-1	15	"Training 1"	15	"R"	0.538461538461538
"54Y"	"S_Train.csv"	"07/30/15"	48	2	3	9	8	-1	1	1	0.872	1	1	15	"Training 1"	15	"L"	0.470588235294118
"54Y"	"S_Train.csv"	"07/30/15"	49	2	3	5	5	0	1	1	5.17	0	0	15	"Training 1"	15	"N"	0.5
"54Y"	"S_Train.csv"	"07/30/15"	50	2	3	7	4	-1	1	1	1.409	1	3	15	"Training 1"	15	"L"	0.363636363636364
"54Y"	"S_Train.csv"	"07/30/15"	51	2	3	7	1	-1	1	1	1.138	1	6	15	"Training 1"	15	"L"	0.125
"54Y"	"S_Train.csv"	"07/30/15"	52	2	3	3	9	1	1	1	0.948	0	-6	15	"Training 1"	15	"R"	0.75
